30,0.15693427357133802,0.012321407043351818,0.15793353105978114,0.012267194050091787,0.19816665856798546,0.022319010962361056,0.19925107901158826,0.021151665492755985,0.004263132308301432,0.0035058739272242597,0.0026654716959338583,0.0022939899350057115,0.39916666666666667,0.20591766153813357,0.39666666666666667,0.20348355106876712,0.011447343251693385,0.005354223245190183,0.006939526466520218,0.004151976697918614,0.995,0.0197905701450632,0.9925,0.023848480035423655,0.02502610813926815,0.01664049546205557,0.02603907273021722,0.01730765536108922,0.20226436781609197,0.11877456550326825,0.2075199105145414,0.10850910466792647,0.31481066703796384,0.04067271701601905
40,0.15681036118654604,0.01194452973893493,0.1575624475742632,0.012309967740721755,0.1987994688185992,0.021834626751986826,0.1987380565941998,0.021511927978031,0.003877623482991756,0.0030735526622791003,0.0026472310235881357,0.0024013425065196824,0.4075000000000001,0.17751956073752673,0.4091666666666666,0.1922436966167913,0.011145736706518335,0.005970006973926434,0.0069522867669397125,0.004101589335347668,0.9933333333333333,0.02260776661041757,0.99,0.02708012801545321,0.025221770975478494,0.01842089829013731,0.026187296571468094,0.016904831605971966,0.19862179487179482,0.11720109963822974,0.20676689038031315,0.10820346526405644,0.4167383909225464,0.05204360299054297
50,0.1569927979937856,0.011878130000273117,0.15749617353461307,0.01217911211659681,0.19964395895565823,0.022110351340052573,0.1992514553842761,0.021595355553115196,0.0034872698684722896,0.0028011621343224753,0.0023968784694768284,0.0020657953242352563,0.4141666666666666,0.18350560088333967,0.3933333333333333,0.22702178064866133,0.009529593452112121,0.005061007199333847,0.006607419990454847,0.0038285986426707884,0.995,0.0197905701450632,0.9916666666666667,0.02500000000000001,0.025089343690459932,0.017772549706781736,0.02535943900201652,0.016859790994073923,0.20103265306122445,0.1078011567474346,0.20359015659955257,0.10732253974164724,0.5061505889892578,0.05730413159092426
60,0.1569303330798511,0.012331459248251282,0.15720488565741494,0.012179840265221963,0.19895495456167187,0.022080479514814514,0.19902031322394717,0.021728043094579406,0.0032014315932086053,0.0026009620019925967,0.00254166433141926,0.00215310773825525,0.4100000000000001,0.18991226044325485,0.4000000000000001,0.20816659994661327,0.008735231806723563,0.004927956557193701,0.007009210308126723,0.004210936540291444,0.995,0.0197905701450632,0.9916666666666667,0.02500000000000001,0.02551997017609888,0.01772375466000349,0.025791863942642757,0.01738130653077496,0.20173728813559322,0.11169844716488056,0.2029230425055929,0.10531210587135327,0.6067958879470825,0.08302921131394965
70,0.15736608236364166,0.01206460337529796,0.157335020957892,0.012146363372319058,0.19899448110584292,0.021443316776894875,0.19925007720167776,0.021628873094122425,0.0030651822147198136,0.0024514350290138417,0.0025239235348742083,0.0020816281243642735,0.40333333333333327,0.19210818711225078,0.4050000000000001,0.19720970226301412,0.008303463531401756,0.003941087048035202,0.00674295795699632,0.0036607036053594236,0.9933333333333333,0.022607766610417572,0.99,0.03179797338056486,0.02521218053697361,0.01697213241345602,0.025293550928408078,0.01664024677899494,0.1987846790890269,0.10303521280836424,0.20248814317673378,0.1047988970276949,4.644426655769348,1.1023268526612313
80,0.15721511032713475,0.011874010110791911,0.15714884476269786,0.012262745566563378,0.19933887619481158,0.022417537368617662,0.1991407140111296,0.021681047811650478,0.003046427187836465,0.0023356388667805147,0.002448177443947928,0.002013216923702474,0.4366666666666666,0.2000416623272929,0.4091666666666666,0.22487496525847425,0.007549403832012206,0.004273529171766761,0.0062490911990902365,0.0037951622271173153,0.99,0.03179797338056486,0.9858333333333335,0.03344772040064914,0.025617444437639983,0.017152228642297596,0.02557705040544427,0.01683490165890856,0.20278481012658225,0.1036969474089705,0.20135391498881436,0.1039165063224962,5.079003055095672,1.1502452760113198
90,0.15703353096772607,0.012050240352686202,0.15738730416227006,0.011936689145166443,0.199231240764153,0.021639240027639593,0.19921220561297545,0.02175518077217952,0.003168784149919386,0.0027676772743908083,0.00257179579814664,0.0022090701584814728,0.4208333333333333,0.18980069956550624,0.4124999999999999,0.1948557158514987,0.008460300106551686,0.005161221797540793,0.00679822110790407,0.00417787955973498,0.9916666666666666,0.025000000000000012,0.9875000000000002,0.04768967975941499,0.025245670991683844,0.016264501853234553,0.025225537987538495,0.01659302965144781,0.2009887640449438,0.10218047556751977,0.203276062639821,0.10492589614540461,5.267431116104126,1.2113631568570218
100,0.156957643774804,0.012206501357778544,0.15712374591996423,0.0118316639156261,0.19944214006195732,0.021635998102722147,0.19849786055030516,0.021798200584389808,0.002749028876111902,0.0024283499353707364,0.002685044237544002,0.002014008776601378,0.43083333333333335,0.22049659861322124,0.42916666666666664,0.20322913997095335,0.007501093102325316,0.004544783471262995,0.007026478227926236,0.003681792513798211,0.9908333333333332,0.026074146411936696,0.9883333333333333,0.028915585954829133,0.025033290055059738,0.016739892909795617,0.025360331373578435,0.016055704018310968,0.19866969696969697,0.10622120698228864,0.20143131991051452,0.10468726201692982,6.0743739748001095,1.3792357868426908
110,0.15714012991564352,0.012048101574171858,0.15706319395158527,0.011994826371403575,0.19873851535685064,0.021715092434593696,0.19833938481582403,0.021757808992607524,0.0030213358352714575,0.002129753099203158,0.0028224119783625164,0.002326530816014836,0.44083333333333335,0.20726224665599108,0.4291666666666666,0.20895739863533058,0.007430235557730428,0.004141005695875587,0.007302665230644671,0.004337908541442814,0.9891666666666667,0.03260666257752309,0.9883333333333332,0.033374973990834646,0.025904171501454732,0.01641727614255717,0.026149476388644913,0.01630588976486192,0.20728773978315262,0.10635487473532673,0.2074402684563759,0.10416228700274456,6.367538497447968,1.3141577232686152
120,0.15715644426182118,0.012100957452257597,0.15717281650539483,0.01223056609158084,0.19900499656007953,0.021777111819781415,0.19907720220289868,0.022125984165870527,0.0025011295045879833,0.001973587952682371,0.00261260855245759,0.0019238502065806187,0.41833333333333333,0.21375609153113428,0.4291666666666667,0.1857324090668556,0.007121377831991218,0.0038511051948756365,0.006626872088928215,0.00354169449814194,0.9858333333333335,0.03344772040064914,0.99,0.02953340857778226,0.025419113909125646,0.016431078358806108,0.02562684415517807,0.01706422917016912,0.2029516806722689,0.10389357742456454,0.20266621923937364,0.10360705524582464,7.106636779308319,1.2506261998954542
130,0.1570687559484596,0.012144078235196362,0.15707668778289052,0.012194839678299048,0.1990799099574813,0.02174263111676634,0.19914570296911197,0.021427066788271828,0.0026627615953770255,0.002105698882938331,0.0026682574631406723,0.0020066821980082887,0.4016666666666667,0.17415669827932417,0.4075000000000001,0.20779764462358835,0.007126537796108173,0.00391670671376215,0.007333575968261279,0.004169191774299857,0.9858333333333333,0.03130273328498826,0.9916666666666666,0.025000000000000012,0.025208176661256236,0.016177085791117186,0.025792246492047304,0.017363959251102172,0.20101311866428148,0.10053250213460367,0.20153333333333337,0.10307549663764314,7.890601921081543,1.4381686812834484
140,0.15687393348720172,0.0124403082687441,0.1572090347668076,0.012115216256436464,0.19871888001791668,0.02169726807322303,0.19889975896599996,0.02149103627194081,0.0025484429758163424,0.002040803467317389,0.0025340565163695667,0.002252464540816426,0.41666666666666674,0.1964971020425266,0.4108333333333333,0.21123150806638674,0.006936943685786765,0.003788594210333947,0.006778673985735888,0.004153158184191112,0.9875,0.03410563654946855,0.9908333333333332,0.026074146411936696,0.025098155208938048,0.016639610721836014,0.025812551778087958,0.017413392301328684,0.20114028776978418,0.10541543300254294,0.20452841163310964,0.10439428931650435,8.277999789714814,1.6895072606764434
